id,node_id,prediction
74001748,12,0
16227781,43,0
16220776,55,0
16231725,43,0
49002743,30,0
63725810,49,0
38106884,12,0
16223112,23,1
16225030,49,0
27108080,55,0
27244130,31,0
74006279,16,0
49000811,49,0
52106767,23,1
49003335,30,0
49001088,49,0
49188355,55,0
16218456,43,0
16240046,31,0
74005519,12,0
74003917,12,0
27258630,31,0
27105180,55,0
49179897,55,0
16228634,31,0
27229570,43,0
27100110,30,0
52105350,55,0
74002442,30,0
27111950,55,0
52104528,55,0
52103903,16,0
27240110,24,0
74000366,12,0
27106510,43,0
52100343,55,0
52106997,55,0
52107704,55,0
49187933,43,0
74002572,49,0
52107668,43,0
52107130,55,0
49002107,55,0
27139250,12,0
49188082,55,0
27143870,31,0
52104123,43,0
63464488,30,0
74001317,15,0
74001111,12,0
27118330,49,0
74000839,16,0
49001502,49,0
52107359,55,0
52108264,31,0
16227515,49,0
52107867,24,0
27205330,21,1
49172986,55,0
63568169,27,0
49177540,55,0
74000449,16,0
27203240,55,0
52106579,12,0
63822726,55,0
74003868,12,0
27136940,23,1
74001445,16,0
74002086,12,0
27257220,5,1
27118000,49,0
52102509,16,0
16231919,55,0
74001696,12,0
27151110,55,0
38626258,30,0
52102739,37,0
27148780,12,0
49999963,49,0
52105031,55,0
27103270,31,0
16220606,21,1
52107243,15,0
63302096,21,1
16217310,55,0
52102311,30,0
74000055,12,0
49000251,44,0
52106822,21,1
52102448,49,0
74005849,16,0
27242510,43,0
27274380,55,0
27113840,21,1
49179625,49,0
49002035,55,0
27218310,43,0
63849837,21,1
74003408,12,0
74006007,16,0
74004788,5,1
27164530,31,0
63922338,21,1
63939927,55,0
16228689,49,0
49004110,49,0
74004359,12,0
74002041,12,0
16225212,55,0
16224695,55,0
27160770,12,0
38623180,49,0
27241580,43,0
16218149,55,0
74003232,12,0
74002777,24,0
52104890,43,0
49175812,55,0
16223165,55,0
27232310,12,0
27286320,12,0
74005128,12,0
52103904,43,0
27145820,15,0
49002581,49,0
49002529,43,0
74005769,12,0
63876875,21,1
63763850,21,1
49004162,30,0
63679023,55,0
16224686,55,0
27147450,12,0
27161300,43,0
52100689,21,1
74000580,16,0
49999956,23,1
27117680,30,0
49999896,43,0
16229029,55,0
27138590,43,0
16222691,55,0
74002968,16,0
49004106,55,0
